,batch,grao,temp_amb,umid_amb,peso,timex,temp2,charge_bt_modificado,massa_grao,categoria_massa
127,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",314.6458103,140.89245266,215.23087253,2000,Acima de 2000
128,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",316.646433,141.43932264,215.23087253,2000,Acima de 2000
129,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",318.6465558,141.95036097,215.23087253,2000,Acima de 2000
130,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",320.64605075,142.40802896,215.23087253,2000,Acima de 2000
131,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",322.6465076,142.90404538,215.23087253,2000,Acima de 2000
132,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",324.6458483,143.44402777,215.23087253,2000,Acima de 2000
133,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",326.646616,144.0201308,215.23087253,2000,Acima de 2000
134,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",328.647658,144.5606767,215.23087253,2000,Acima de 2000
135,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",330.64532025,144.98368368,215.23087253,2000,Acima de 2000
136,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",332.64731665,145.44419351,215.23087253,2000,Acima de 2000
137,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",334.6459424,146.01993864,215.23087253,2000,Acima de 2000
138,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",336.6456117,146.54315152,215.23087253,2000,Acima de 2000
139,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",338.6459964,147.05264693,215.23087253,2000,Acima de 2000
140,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",340.6472744,147.55381199,215.23087253,2000,Acima de 2000
141,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",342.6458336,148.04325946,215.23087253,2000,Acima de 2000
142,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",344.64544325,148.59968866,215.23087253,2000,Acima de 2000
143,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",346.6459241,149.14005843,215.23087253,2000,Acima de 2000
144,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",348.64639165,149.63565971,215.23087253,2000,Acima de 2000
145,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",350.64574855,150.07395033,215.23087253,2000,Acima de 2000
146,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",352.6463797,150.49327901,215.23087253,2000,Acima de 2000
147,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",354.6461181,150.9850496,215.23087253,2000,Acima de 2000
148,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",356.6463371,151.45787817,215.23087253,2000,Acima de 2000
149,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",358.64614085,151.95679517,215.23087253,2000,Acima de 2000
150,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",360.64558205,152.46094619,215.23087253,2000,Acima de 2000
151,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",362.6461917,152.9875,215.23087253,2000,Acima de 2000
152,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",364.6455629,153.38908975,215.23087253,2000,Acima de 2000
153,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",366.64646885,153.92119164,215.23087253,2000,Acima de 2000
154,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",368.64554165,154.37402424,215.23087253,2000,Acima de 2000
155,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",370.6463223,154.86302136,215.23087253,2000,Acima de 2000
156,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",372.6457181,155.31788705,215.23087253,2000,Acima de 2000
157,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",374.6461236,155.77997212,215.23087253,2000,Acima de 2000
158,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",376.6454806,156.27028211,215.23087253,2000,Acima de 2000
159,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",378.64590325,156.81182561,215.23087253,2000,Acima de 2000
160,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",380.64632535,157.26988527,215.23087253,2000,Acima de 2000
161,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",382.64604,157.75538366,215.23087253,2000,Acima de 2000
