,cafe_do_mario,vo_mira_conilon,vo_mira_arabica,cafe_saulo_gourmet,cafe_saulo_especial,temp_amb,umid_amb,timex,temp2,charge_bt_modificado,Acima de 2000,Abaixo de 2000
0,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0,0.9407097527429181,0.9118071271645949,1.0,0.0
1,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.002933181244327023,0.9307779976255907,0.9118071271645949,1.0,0.0
2,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.005866199365661511,0.8431833297175626,0.9118071271645949,1.0,0.0
3,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.008805008903083937,0.7535579654496425,0.9118071271645949,1.0,0.0
4,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.011731991913576687,0.6682376626566614,0.9118071271645949,1.0,0.0
5,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.014663397426666716,0.59228433188401,0.9118071271645949,1.0,0.0
6,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.017595565695538506,0.5238342612568146,0.9118071271645949,1.0,0.0
7,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.020528900825331303,0.46275090245046135,0.9118071271645949,1.0,0.0
8,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.02346034482811621,0.4123262531573209,0.9118071271645949,1.0,0.0
9,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.02639355422490577,0.37036285217131615,0.9118071271645949,1.0,0.0
10,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.029326144414147024,0.328993979993904,0.9118071271645949,1.0,0.0
11,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.032258490688693346,0.2924834638830809,0.9118071271645949,1.0,0.0
12,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.03519161753425163,0.2606595907868512,0.9118071271645949,1.0,0.0
13,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.03812411659455817,0.23270794214731172,0.9118071271645949,1.0,0.0
14,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.04105628808923296,0.211116279092204,0.9118071271645949,1.0,0.0
15,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0439884281323285,0.19009087379715683,0.9118071271645949,1.0,0.0
16,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.04692286252780675,0.17153449163585968,0.9118071271645949,1.0,0.0
17,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0498543460466784,0.15585317995689785,0.9118071271645949,1.0,0.0
18,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.052786090415710696,0.14245529845179009,0.9118071271645949,1.0,0.0
19,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.05572038206940626,0.13211967715172404,0.9118071271645949,1.0,0.0
20,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.05865147988487846,0.12258486473289953,0.9118071271645949,1.0,0.0
21,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.06158491853362203,0.11444808144308664,0.9118071271645949,1.0,0.0
22,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.06451729860578614,0.10794818752039259,0.9118071271645949,1.0,0.0
23,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.06744838886994678,0.10244939889642381,0.9118071271645949,1.0,0.0
24,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.07038143910268385,0.09820403633109735,0.9118071271645949,1.0,0.0
25,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0733144856697357,0.09474674794392379,0.9118071271645949,1.0,0.0
26,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.07624619976020801,0.09254199944880986,0.9118071271645949,1.0,0.0
27,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.07918019082771507,0.09088187569572785,0.9118071271645949,1.0,0.0
28,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.08211236085611577,0.09017092896694223,0.9118071271645949,1.0,0.0
29,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0850440846973108,0.08982141098736994,0.9118071271645949,1.0,0.0
30,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0879769809712684,0.08967599747912493,0.9118071271645949,1.0,0.0
31,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.09091173692065463,0.09053249043327272,0.9118071271645949,1.0,0.0
32,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.09384231457539333,0.09216898791712548,0.9118071271645949,1.0,0.0
33,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.0967750498524558,0.09450813619063593,0.9118071271645949,1.0,0.0
34,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.09970726980748927,0.09626725885420462,0.9118071271645949,1.0,0.0
35,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.10263964474769408,0.09833916397493678,0.9118071271645949,1.0,0.0
36,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.10557179630104119,0.10115115615411442,0.9118071271645949,1.0,0.0
37,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.10850769689729602,0.10485305127067128,0.9118071271645949,1.0,0.0
38,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.11143731854132786,0.10812770069315815,0.9118071271645949,1.0,0.0
39,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.11436977471311725,0.11142656846311741,0.9118071271645949,1.0,0.0
40,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.11730263323051703,0.11530481488704684,0.9118071271645949,1.0,0.0
41,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.12023494490099483,0.11919761913151544,0.9118071271645949,1.0,0.0
42,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.12316806500169229,0.12349262698101397,0.9118071271645949,1.0,0.0
43,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.12610001831478246,0.12772851872493485,0.9118071271645949,1.0,0.0
44,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.12903320483769617,0.13193443827470092,0.9118071271645949,1.0,0.0
45,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.13196542325314187,0.13625392881858525,0.9118071271645949,1.0,0.0
46,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.13489819489380178,0.14014776844844837,0.9118071271645949,1.0,0.0
47,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.137829773793803,0.14449715660906154,0.9118071271645949,1.0,0.0
48,0.0,0.0,0.0,0.0,1.0,0.8103448275862066,0.7999999999999998,0.1407635740990509,0.1485997296914208,0.9118071271645949,1.0,0.0
